Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
LKA,2004-01-01,2004-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2004,2004,kcal/cap/d,2390,E,
LKA,2005-01-01,2005-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2005,2005,kcal/cap/d,2399,E,
LKA,2006-01-01,2006-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2006,2006,kcal/cap/d,2429,E,
LKA,2007-01-01,2007-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2007,2007,kcal/cap/d,2438,E,
LKA,2008-01-01,2008-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2008,2008,kcal/cap/d,2500,E,
LKA,2009-01-01,2009-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2009,2009,kcal/cap/d,2506,E,
LKA,2010-01-01,2010-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2010,2010,kcal/cap/d,2489,E,
LKA,2011-01-01,2011-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2011,2011,kcal/cap/d,2466,E,
LKA,2012-01-01,2012-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2012,2012,kcal/cap/d,2531,E,
LKA,2013-01-01,2013-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2013,2013,kcal/cap/d,2552,E,
LKA,2014-01-01,2014-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2014,2014,kcal/cap/d,2594,E,
LKA,2015-01-01,2015-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2015,2015,kcal/cap/d,2691,E,
LKA,2016-01-01,2016-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2016,2016,kcal/cap/d,2757,E,
LKA,2017-01-01,2017-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2017,2017,kcal/cap/d,2755,E,
LKA,2018-01-01,2018-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2018,2018,kcal/cap/d,2773,E,
LKA,2019-01-01,2019-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2019,2019,kcal/cap/d,2763,E,
LKA,2020-01-01,2020-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2020,2020,kcal/cap/d,2838,E,
LKA,2021-01-01,2021-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2021,2021,kcal/cap/d,2860,E,
LKA,2022-01-01,2022-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2022,2022,kcal/cap/d,2802,E,
LKA,2023-01-01,2023-12-31,38,'144,Sri Lanka,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2770,E,Imputed value
LKA,2000-01-01,2002-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20002002,2002,kcal/cap/d,2350,E,
LKA,2001-01-01,2003-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20012003,2003,kcal/cap/d,2364,E,
LKA,2002-01-01,2004-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20022004,2004,kcal/cap/d,2370,E,
LKA,2003-01-01,2005-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20032005,2005,kcal/cap/d,2384,E,
LKA,2004-01-01,2006-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20042006,2006,kcal/cap/d,2406,E,
LKA,2005-01-01,2007-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20052007,2007,kcal/cap/d,2422,E,
LKA,2006-01-01,2008-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20062008,2008,kcal/cap/d,2456,E,
LKA,2007-01-01,2009-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20072009,2009,kcal/cap/d,2482,E,
LKA,2008-01-01,2010-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20082010,2010,kcal/cap/d,2498,E,
LKA,2009-01-01,2011-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20092011,2011,kcal/cap/d,2487,E,
LKA,2010-01-01,2012-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20102012,2012,kcal/cap/d,2495,E,
LKA,2011-01-01,2013-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20112013,2013,kcal/cap/d,2517,E,
LKA,2012-01-01,2014-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20122014,2014,kcal/cap/d,2559,E,
LKA,2013-01-01,2015-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20132015,2015,kcal/cap/d,2613,E,
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20142016,2016,kcal/cap/d,2681,E,
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20152017,2017,kcal/cap/d,2734,E,
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20162018,2018,kcal/cap/d,2762,E,
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20172019,2019,kcal/cap/d,2764,E,
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20182020,2020,kcal/cap/d,2791,E,
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20192021,2021,kcal/cap/d,2820,E,
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20202022,2022,kcal/cap/d,2833,E,
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2023,kcal/cap/d,2810,E,
LKA,2000-01-01,2002-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20002002,2002,%,56,E,
LKA,2001-01-01,2003-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20012003,2003,%,56,E,
LKA,2002-01-01,2004-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20022004,2004,%,57,E,
LKA,2003-01-01,2005-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20032005,2005,%,58,E,
LKA,2004-01-01,2006-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20042006,2006,%,58,E,
LKA,2005-01-01,2007-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20052007,2007,%,58,E,
LKA,2006-01-01,2008-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20062008,2008,%,57,E,
LKA,2007-01-01,2009-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20072009,2009,%,58,E,
LKA,2008-01-01,2010-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20082010,2010,%,59,E,
LKA,2009-01-01,2011-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20092011,2011,%,61,E,
LKA,2010-01-01,2012-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20102012,2012,%,62,E,
LKA,2011-01-01,2013-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20112013,2013,%,62,E,
LKA,2012-01-01,2014-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20122014,2014,%,62,E,
LKA,2013-01-01,2015-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20132015,2015,%,62,E,
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20142016,2016,%,62,E,
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20152017,2017,%,62,E,
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20162018,2018,%,62,E,
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20172019,2019,%,62,E,
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20182020,2020,%,61,E,
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20192021,2021,%,60,E,
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2022,%,59,E,
LKA,2000-01-01,2002-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20002002,2002,g/cap/d,52.7,E,
LKA,2001-01-01,2003-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20012003,2003,g/cap/d,53.5,E,
LKA,2002-01-01,2004-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20022004,2004,g/cap/d,54,E,
LKA,2003-01-01,2005-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20032005,2005,g/cap/d,53.9,E,
LKA,2004-01-01,2006-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20042006,2006,g/cap/d,53.8,E,
LKA,2005-01-01,2007-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20052007,2007,g/cap/d,54.3,E,
LKA,2006-01-01,2008-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20062008,2008,g/cap/d,55,E,
LKA,2007-01-01,2009-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20072009,2009,g/cap/d,55.8,E,
LKA,2008-01-01,2010-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20082010,2010,g/cap/d,57.7,E,
LKA,2009-01-01,2011-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20092011,2011,g/cap/d,60.4,E,
LKA,2010-01-01,2012-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20102012,2012,g/cap/d,63.1,E,
LKA,2011-01-01,2013-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20112013,2013,g/cap/d,64.6,E,
LKA,2012-01-01,2014-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20122014,2014,g/cap/d,66.2,E,
LKA,2013-01-01,2015-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20132015,2015,g/cap/d,68.6,E,
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20142016,2016,g/cap/d,70.6,E,
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20152017,2017,g/cap/d,72.9,E,
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20162018,2018,g/cap/d,74.1,E,
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20172019,2019,g/cap/d,74.2,E,
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20182020,2020,g/cap/d,74.1,E,
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20192021,2021,g/cap/d,73.6,E,
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2022,g/cap/d,72.8,E,
LKA,2000-01-01,2002-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20002002,2002,g/cap/d,13.5,E,
LKA,2001-01-01,2003-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20012003,2003,g/cap/d,13.7,E,
LKA,2002-01-01,2004-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20022004,2004,g/cap/d,13.9,E,
LKA,2003-01-01,2005-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20032005,2005,g/cap/d,13.3,E,
LKA,2004-01-01,2006-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20042006,2006,g/cap/d,13,E,
LKA,2005-01-01,2007-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20052007,2007,g/cap/d,13.1,E,
LKA,2006-01-01,2008-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20062008,2008,g/cap/d,13.7,E,
LKA,2007-01-01,2009-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20072009,2009,g/cap/d,13.9,E,
LKA,2008-01-01,2010-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20082010,2010,g/cap/d,14.5,E,
LKA,2009-01-01,2011-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20092011,2011,g/cap/d,15.1,E,
LKA,2010-01-01,2012-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20102012,2012,g/cap/d,16,E,
LKA,2011-01-01,2013-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20112013,2013,g/cap/d,16.7,E,
LKA,2012-01-01,2014-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20122014,2014,g/cap/d,17.4,E,
LKA,2013-01-01,2015-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20132015,2015,g/cap/d,18.4,E,
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20142016,2016,g/cap/d,19.4,E,
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20152017,2017,g/cap/d,20.2,E,
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20162018,2018,g/cap/d,20.3,E,
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20172019,2019,g/cap/d,20.1,E,
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20182020,2020,g/cap/d,19.9,E,
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20192021,2021,g/cap/d,19.6,E,
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2022,g/cap/d,19.1,E,
LKA,2007-01-01,2007-12-31,38,'144,Sri Lanka,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2007,2007,km,2.2,X,
LKA,2011-01-01,2011-12-31,38,'144,Sri Lanka,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2011,2011,km,1.8,X,
LKA,2012-01-01,2012-12-31,38,'144,Sri Lanka,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2012,2012,km,1.7,X,
LKA,2013-01-01,2013-12-31,38,'144,Sri Lanka,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2013,2013,km,1.9,X,
LKA,2015-01-01,2015-12-31,38,'144,Sri Lanka,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2015,2015,km,2.4,X,
LKA,2016-01-01,2016-12-31,38,'144,Sri Lanka,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2016,2016,km,2.4,X,
LKA,2017-01-01,2017-12-31,38,'144,Sri Lanka,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2017,2017,km,2.4,X,
LKA,2018-01-01,2018-12-31,38,'144,Sri Lanka,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2018,2018,km,2.4,X,
LKA,2019-01-01,2019-12-31,38,'144,Sri Lanka,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2019,2019,km,2.4,X,
LKA,2000-01-01,2000-12-31,38,'144,Sri Lanka,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2000,2000,Int$/cap,6645.3,X,
LKA,2001-01-01,2001-12-31,38,'144,Sri Lanka,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2001,2001,Int$/cap,6492.8,X,
LKA,2002-01-01,2002-12-31,38,'144,Sri Lanka,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2002,2002,Int$/cap,6683,X,
LKA,2003-01-01,2003-12-31,38,'144,Sri Lanka,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2003,2003,Int$/cap,7009.4,X,
LKA,2004-01-01,2004-12-31,38,'144,Sri Lanka,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2004,2004,Int$/cap,7320,X,
LKA,2005-01-01,2005-12-31,38,'144,Sri Lanka,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2005,2005,Int$/cap,7704.4,X,
LKA,2006-01-01,2006-12-31,38,'144,Sri Lanka,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2006,2006,Int$/cap,8213,X,
LKA,2007-01-01,2007-12-31,38,'144,Sri Lanka,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2007,2007,Int$/cap,8680.4,X,
LKA,2008-01-01,2008-12-31,38,'144,Sri Lanka,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2008,2008,Int$/cap,9103.1,X,
LKA,2009-01-01,2009-12-31,38,'144,Sri Lanka,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2009,2009,Int$/cap,9334.6,X,
LKA,2010-01-01,2010-12-31,38,'144,Sri Lanka,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2010,2010,Int$/cap,9992.1,X,
LKA,2011-01-01,2011-12-31,38,'144,Sri Lanka,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2011,2011,Int$/cap,10758.9,X,
LKA,2012-01-01,2012-12-31,38,'144,Sri Lanka,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2012,2012,Int$/cap,11600.1,X,
LKA,2013-01-01,2013-12-31,38,'144,Sri Lanka,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2013,2013,Int$/cap,12004.6,X,
LKA,2014-01-01,2014-12-31,38,'144,Sri Lanka,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2014,2014,Int$/cap,12705.5,X,
LKA,2015-01-01,2015-12-31,38,'144,Sri Lanka,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2015,2015,Int$/cap,13179.6,X,
